Pair,1H Close,1H RSI,1H EMA50,1H EMA200,4H Close,4H RSI,4H EMA50,4H EMA200,1D Close,1D RSI,1D EMA50,1D EMA200,1H Close/EMA50,1H Close/EMA200,4H Close/EMA50,4H Close/EMA200,1D Close/EMA50,1D Close/EMA200
LRC/USDT,0.1198,48.13108274767256,0.12002207044154113,0.13956166963564334,0.1196,43.53834800865411,0.1404370501908819,0.22194750743616756,0.1159,21.713406180613767,0.2642255729036607,0.4316094337224046,0.9981497532851735,0.858401882929349,0.85162711576069,0.5388661552524853,0.4386403584117057,0.26852981178011653
LSK/BTC,0.000475,54.413546722181714,0.0004678886340247091,0.0004971256633121465,0.0004718999999999999,46.56902352311501,0.0004971357531594209,0.0006270726786853848,0.0004545,19.573815820411912,0.0006968369812272122,0.0011956276781046732,1.0151988431822332,0.9554928161126662,0.9492377021788485,0.7525443477928366,0.6522328926911598,0.38013506070759434
LTC/BTC,0.0091,33.66977805400098,0.009347926662272871,0.009833674621522044,0.0091,32.255323630851336,0.009728793971667302,0.010814644742263771,0.009101999999999999,20.95751793187625,0.01145338824124168,0.014771919891197732,0.9734778982302595,0.9253916109938884,0.9353677368953944,0.8414515887366215,0.7946993333575529,0.616169060422788
LUC/BTC,5e-07,40.35961866391821,5.263030229262907e-07,5.226993677818311e-07,5e-07,42.092881404981405,5.294729771989667e-07,6.506928711889138e-07,5.4e-07,43.43469764805224,6.512856658899054e-07,3.579725768838242e-07,0.950023044177015,0.9565728042140934,0.9443352570042659,0.7684116764433345,0.8291292566099292,1.5084954403511492
LUN/BTC,0.0005862,33.55368431302851,0.0006290208718459487,0.0006732702234112482,0.0005857999999999999,30.109850976585456,0.0006812052279425604,0.0008851732188780892,0.0006553999999999999,28.132918121776964,0.0009583640909919143,0.0013374190584326436,0.9319245612307189,0.8706756657526146,0.8599464243239703,0.6617913731534611,0.6838737032829098,0.49004834787391194
LYM/BTC,2.41e-06,51.52881481135563,2.3596542617173264e-06,2.732065258813799e-06,2.41e-06,46.89899872077668,2.7288335385141485e-06,3.893902272383829e-06,2.14e-06,23.33429451018152,4.9194692483894474e-06,3.860420865499618e-06,1.0213360656683799,0.8821165571448932,0.8831612357389327,0.6189164060670196,0.4350062764800492,0.5543437035907326
MAID/BTC,3.863e-05,32.32946337769588,4.275434640906478e-05,4.710632645870187e-05,3.864e-05,19.282434544616077,4.7187180638785275e-05,5.187756076512917e-05,4.775e-05,32.396877524703605,5.254848527249879e-05,4.922058779529256e-05,0.9035338683556549,0.8200597011925126,0.8188664691748937,0.7448307019472062,0.908684612931934,0.9701225064314813
MAN/BTC,4.026e-05,31.81616223900558,4.3560056863055486e-05,4.63184774503826e-05,4.026e-05,30.040540804046888,4.636168672311944e-05,5.628231701008812e-05,4.318e-05,33.10346666151026,5.176388079743274e-05,2.619683092717659e-05,0.924241217741514,0.8691995552558354,0.8683894578823276,0.7153223630218304,0.8341723868999703,1.648290975348666
MANA/BTC,1.215e-05,43.536406956902354,1.2442743659741945e-05,1.2962883234253248e-05,1.194e-05,29.58317781076778,1.304674648774594e-05,1.4538798460547836e-05,1.28e-05,40.67546743528359,1.4627969514367255e-05,1.2349650863404464e-05,0.9764727404383403,0.9372914790973912,0.9151706911155633,0.8212508091641906,0.8750360046504153,1.0364665480487427
MCAP/BTC,4e-06,85.96087861929277,3.1426032933115355e-06,3.149253478425564e-06,4e-06,68.79461741829353,3.182248795088796e-06,4.108451230144527e-06,3e-06,39.71298577451811,4.989006639865202e-06,2.337028084318985e-05,1.2728300796073366,1.2701422821003783,1.2569727439832012,0.9736028921680271,0.6013221101026751,0.12836816211706786
MCO/BTC,0.0008068999999999999,30.649293861329962,0.0008437831626226395,0.0008669819298053121,0.0008052999999999999,39.191390315471345,0.0008613315829950856,0.0009805530502189142,0.0007869,35.20709130187555,0.0009519631426606363,0.0008717984145211333,0.9562883401133537,0.9306999053385068,0.9349477203654271,0.821271220175402,0.8266076329391259,0.9026169202569991
MDA/BTC,5.538e-05,43.539041235966636,5.758316415123995e-05,6.527548573924829e-05,5.538e-05,21.674443970731634,6.516129176993633e-05,7.414024956666202e-05,6.182e-05,22.896518149266385,7.759818641259888e-05,0.00010744365454000158,0.9617394392316924,0.848404257322923,0.8498910702312203,0.7469626865796555,0.7966681034437536,0.5753713447729408
MEME/BTC,8.1e-06,24.073486401060286,8.719462687688866e-06,1.0311871063793308e-05,8.1e-06,21.389274151691414,1.0124510388211858e-05,1.2307005511320896e-05,8.91e-06,25.79821567923129,1.3646975803085746e-05,2.8305042898248323e-05,0.9289563233565419,0.785502451484333,0.8000386872466416,0.6581617268757229,0.652891902833545,0.31478489652991837
MER/BTC,1.351e-05,45.11505585891693,1.3815588758819064e-05,1.442254383446925e-05,1.351e-05,40.70739159727524,1.4432292743018918e-05,1.680873129725672e-05,1.415e-05,34.92391521908726,1.775178136927808e-05,2.850829991772873e-05,0.9778808732545694,0.9367279555574439,0.9360952026513567,0.8037489422062989,0.7971031022547708,0.4963466794174003
MFT/BTC,8.8e-07,35.74176250441096,9.512506725247951e-07,1.1679084067074837e-06,8.8e-07,25.708778318493337,1.1506672612783407e-06,1.3590416312791814e-06,9.8e-07,32.532309649432605,1.192813265868319e-06,4.912386349365616e-07,0.9250979004980016,0.7534837449118613,0.7647736488325554,0.647515116348357,0.8215871067518689,1.9949570947866444
MITH/BTC,5.754e-05,44.906692908136435,5.8271765489539464e-05,6.352522656002306e-05,5.781e-05,38.47285285391696,6.413222828212195e-05,7.835776993139735e-05,5.859e-05,32.269599460360325,7.957082098360716e-05,4.986588726107234e-05,0.9874421946307629,0.9057818935227598,0.9014188583264244,0.737769847848056,0.7363251915180121,1.174951519327284
MITX/BTC,1.41e-06,37.16055017645015,1.5618807084756974e-06,1.944488268396765e-06,1.38e-06,33.14132207392773,1.894284160261097e-06,1.7162355919698947e-06,1.61e-06,38.33886486029335,1.6342008735960681e-06,6.064980381353465e-07,0.902757804964552,0.7251265142178246,0.7285073849795528,0.8040854102180903,0.9851910043697297,2.6545840196777544
MKR/BTC,0.07052,6.421067972186574,0.07509551210407259,0.07698305712889912,0.07052,32.29781804599749,0.07686090627123711,0.08017317331348292,0.07352,43.12611404931592,0.08207575093655771,0.07025087470334745,0.9390707650048178,0.9160457200591879,0.9175015416958464,0.8795959681458745,0.8957578719788861,1.0465350119903456
MLN/BTC,0.0018510000000000002,69.99730012535427,0.0016107183078234988,0.0019419664238018136,0.0018510000000000002,59.53894145723767,0.0018641497094780066,0.0027310848282795486,0.0015279999999999998,25.19435229318903,0.0031581595290721283,0.0067457616225857844,1.1491767312815764,0.9531575712706056,0.9929460013800671,0.6777526574178366,0.48382609742609434,0.22651259939041354
MNE/BTC,9e-06,27.46969271343059,9.389368708303346e-06,9.687201076877573e-06,9e-06,41.140760897761396,9.794330271733974e-06,1.1369314586092645e-05,1e-05,42.957242577459745,1.3135176647683325e-05,2.8677330159970245e-05,0.9585308959100718,0.9290609257076478,0.918898970149457,0.7916044482583958,0.7613144663542625,0.34870749627727465
MOBI/BTC,5.67e-06,42.446845592736146,5.90342936174345e-06,6.816523254423052e-06,5.67e-06,38.54221190969419,6.6597193655126885e-06,7.1694961889795714e-06,6.03e-06,35.83881526834787,6.694548693011756e-06,3.0982557653553837e-06,0.960458684700089,0.8318023409251769,0.8513872265191919,0.7908505494033893,0.9007328613943074,1.9462563637990462
MOD/BTC,0.00013700000000000002,57.85591137972192,0.00013146760500464165,0.0001252379869331262,0.0001381,58.090786076142294,0.00012695152194626435,0.00013367751326934571,0.0001202,45.70230477582881,0.00014224832916148302,0.00023839730905225487,1.0420818116764434,1.0939172958213903,1.0878168129284385,1.033083251045697,0.8450011378590371,0.5042003220499988
MOF/BTC,1.941e-05,38.10686491459933,2.0528026833557265e-05,2.2389639049279896e-05,1.9399999999999997e-05,36.31954083608193,2.2236058956250006e-05,2.8882299241531604e-05,2.003e-05,25.091869735422396,3.0024541225491313e-05,1.8153057504827066e-05,0.9455365660507798,0.8669188439026788,0.8724567621524109,0.6716916765443509,0.6671209344905564,1.1033953919153199
MONA/BTC,0.00026639999999999997,44.27481825602831,0.00027037680241996285,0.0002685831107436293,0.00026639999999999997,46.401735403129386,0.00027010426777938467,0.0002924199253772132,0.0002593,43.00268689122355,0.0003070755319184932,0.0004365575880408951,0.9852916286294935,0.991871749725495,0.986285785819533,0.9110186306776179,0.844417653142178,0.5939651654290103
MOT/USDT,0.1999,39.09392799263132,0.20701330835789805,0.2295338718561839,0.1999,38.96821726949143,0.2266675934235964,0.25998778817089296,0.2048,31.09280974593469,0.2739492893661857,0.3051877878672025,0.9656384006693902,0.8708954298703626,0.8819081589066279,0.7688822671494225,0.7475836147406303,0.6710622382082844
MTH/BTC,3.57e-06,36.750298561497175,3.723206387140326e-06,3.812259276813497e-06,3.53e-06,36.47829731598903,3.8353930089215555e-06,4.804014811371967e-06,3.72e-06,27.786659131003784,5.412699241748903e-06,1.0884799202497048e-05,0.9588509550076275,0.936452570713923,0.9203750415638823,0.734802064232578,0.6872726220047701,0.3417610128395025
MTL/BTC,0.00010700000000000001,32.23646809722918,0.0001132086932927948,0.0001244806618428317,0.0001042,26.581965520883195,0.00012400996425545888,0.0001598784322886785,0.00011320000000000001,20.754169447583045,0.0001884877068677176,0.00034378500124660903,0.9451570978145903,0.8595712652548182,0.8402550603542581,0.6517451948231214,0.6005696704636807,0.3292755634757832
MTX/BTC,1.49e-05,56.02390585535997,1.5084459011037304e-05,1.6517113775591448e-05,1.49e-05,39.026771078789636,1.684044989901539e-05,2.429679376387309e-05,1.52e-05,34.865364706261865,2.275635793834437e-05,1.200696699828197e-05,0.9877715859148588,0.9020946517919386,0.8847744620451713,0.6132496388126245,0.6679451976095024,1.2659316880087126
MUE/BTC,5.2e-06,48.919605557176745,5.223565898538798e-06,5.553909830739652e-06,5.2e-06,44.66402028080439,5.6298996438104265e-06,7.83197405282863e-06,5.15e-06,20.79174648303088,8.603038466290819e-06,1.3642519361666294e-05,0.9954885419277683,0.9362773538776522,0.9236399099434991,0.6639449984033011,0.5986257088328946,0.3774962573607064
MUSIC/BTC,7e-07,43.71525287832088,7.181903988743095e-07,7.434624331194964e-07,7e-07,40.65653141583888,7.421927312957969e-07,8.801303520538442e-07,7.2e-07,31.29295693864761,9.608844335774428e-07,1.7097502924576926e-06,0.9746718991192014,0.9415405120913343,0.9431512469515398,0.7953367343445232,0.749309672256202,0.4211141259493694
MWAT/BTC,2.86e-06,51.02267330819535,2.8412690214790005e-06,2.671733451898414e-06,2.86e-06,53.288010991610726,2.7117952415359e-06,2.885124247651402e-06,2.79e-06,51.28528469154689,3.0593036457309162e-06,2.9286878532261365e-06,1.0065924692028105,1.070466066877971,1.05465189856302,0.991291796992156,0.9119722404453987,0.952645054653618
NANO/BTC,0.00017619999999999997,25.367421398289856,0.00018313948149368007,0.00020048389535600358,0.0001763,31.09711366073657,0.00020021113975765545,0.0002794494699344586,0.0001809,21.6336175521704,0.00031607264421927377,0.0004481475358990072,0.962108216988047,0.8788735857666663,0.8805703829137651,0.6308832864895001,0.5723367817763487,0.40366170849763844
NAS/BTC,0.0002109,22.660200776472674,0.00022839694188182046,0.00026608637662655293,0.00021150000000000002,23.284207571250313,0.00026448476844761207,0.00029973823889068536,0.0002343,35.64504736629807,0.00026259988993300904,0.00010785833818692536,0.9233923986124389,0.7925997665637503,0.799667978013989,0.70561567580683,0.8922319048182826,2.1722938062882373
NAV/BTC,3.91e-05,34.867229291694045,4.0549084104092466e-05,4.4403212689694234e-05,3.9399999999999995e-05,27.42430690354476,4.422488528477819e-05,5.434172645891104e-05,4.14e-05,25.967734150055488,6.257662753022675e-05,0.00010577557913570041,0.9642634565956518,0.8805669146790119,0.8909011237969479,0.7250413736816255,0.6615888652676643,0.39139468994906257
NAVI/BTC,7.9e-07,59.448729933043936,7.620891744098662e-07,7.369020812475406e-07,7.9e-07,54.62863259854482,7.575352000626966e-07,8.76624596515094e-07,7.8e-07,42.711551859142325,9.902832342601598e-07,6.75311880297154e-07,1.0366240940395812,1.0720555961282767,1.0428558302434217,0.9011839311154869,0.7876534439995218,1.155021883602552
NBT/BTC,1.884e-05,45.58588852313422,1.940548916568853e-05,2.198644577788335e-05,1.884e-05,40.158617787764186,2.183043259756469e-05,2.7775556718403413e-05,2.005e-05,25.683196145122576,3.1253642289689696e-05,5.663066267192385e-05,0.9708593191926133,0.8568915681201903,0.8630154219711482,0.6782942351437036,0.6415252281368281,0.3540484792868284
NCASH/BTC,8.7e-07,17.77150531412564,9.467409000065888e-07,1.0976077920111594e-06,8.6e-07,17.446339697112062,1.083887036338706e-06,1.488150287816957e-06,9.4e-07,19.41275381177895,1.7081329824988268e-06,1.962429197482927e-06,0.9189420252087401,0.7926328569569363,0.7934406180417283,0.5778986215576235,0.5503084418081281,0.4789981728796501
NCT/USDT,0.003304,41.35505136101639,0.0036241335401156257,0.003667117154713604,0.003304,38.770144160116295,0.003641535035154615,0.00354245618911174,0.003686,53.47709418624819,0.0037467643980946415,0.0027054788359872264,0.9116661854283074,0.9009802143226148,0.9073096834449971,0.9326861995231811,0.9837821673213447,1.3624205634027746
NEBL/BTC,0.00028369999999999996,22.37916680750111,0.0003104694398756547,0.0003346467884949463,0.00028539999999999994,27.722913323168378,0.00033620813864800877,0.0004455762911066331,0.0003142,23.634963456553496,0.0005192166783508719,0.0008994149558018601,0.9137775367315505,0.8477595176571799,0.8488789151496355,0.6405188195520471,0.6051423482734747,0.34933819809553823
NEO/USDT,17.14,25.13800599885036,18.7557858262708,22.240209137527142,17.16,28.13467593235902,21.806281417381648,29.29244945164741,17.61,21.026572137906413,32.422579902519395,60.62881127908888,0.9138513394620019,0.770676206055937,0.7869292187672986,0.5858164926878424,0.5431399985117044,0.2904559668659339
NEOS/BTC,0.0001828,56.003305773183826,0.0001549146607053183,0.00013994725531051632,0.0001828,60.225915801792524,0.00014540203582250877,0.0001824077745088911,0.00014450000000000002,36.24114211735996,0.00019677710827919795,0.00035081155699073064,1.180004520990597,1.3062063960768762,1.2572038552688676,1.0021502674004161,0.7343333849330463,0.4119020514589777
NEU/BTC,7.2e-05,9.84238258796146,7.507635941290278e-05,7.661103699362149e-05,7.2e-05,37.356183516371004,7.692235112584931e-05,7.128089588299722e-05,7.670000000000001e-05,50.87917512016033,6.621621057641468e-05,2.8883868381210138e-05,0.9590235936190844,0.9398123668002901,0.9360088315839948,1.0100883148015303,1.1583266292698349,2.6554614841651807
NEXO/BTC,9.4e-06,44.9907391864611,9.600754376639945e-06,9.675334581220586e-06,9.4e-06,44.41256002963665,9.700762175802203e-06,1.1677587447067634e-05,9.4e-06,40.62903732389221,1.212439545840541e-05,7.266630514901172e-06,0.9790897289145934,0.9715426294657552,0.9689960262552946,0.8049607885711393,0.7752963875393322,1.2935844172514448
NGC/BTC,5.019e-05,47.37003022944682,5.10859285484815e-05,5.464792687785228e-05,5.019e-05,39.44314244082205,5.418967956478865e-05,5.2561243193293486e-05,5.039e-05,43.95230741032729,4.917421369189829e-05,2.269637079144665e-05,0.9824623223275417,0.9184245929801411,0.9261911198421708,0.9548860900307616,1.0247240619996332,2.220178744127231
NLC2/BTC,4.64e-06,51.037743862186716,4.641358624629132e-06,4.375755335392601e-06,4.64e-06,52.01023183131103,4.464914976351611e-06,3.923166193033963e-06,4.92e-06,63.59602574158062,3.3613370563870518e-06,1.3196465339563222e-06,0.9997072786787208,1.0603883545476362,1.0392135179674697,1.1827181851839104,1.463703257800717,3.728271073656185
NLG/BTC,7.09e-06,53.385479442878896,7.076382069010277e-06,7.3600193743686355e-06,7.09e-06,43.566352768972976,7.333291890351793e-06,8.031760757683533e-06,7.05e-06,39.05624722046427,8.563557102454482e-06,1.181496042295069e-05,1.0019244199729351,0.9633126815794831,0.9668236456437953,0.8827454170889485,0.8232560273323025,0.5967011100862681
NMC/BTC,0.00011899999999999999,62.99066905658611,0.00011330759622529643,0.00011561023596802336,0.00011899999999999999,63.61993832825315,0.00011381499351092128,0.00014291840698942002,0.0001071,32.73449732445775,0.00015208862394961491,0.00021449478386734223,1.050238500897901,1.0293206220331061,1.0455564449738441,0.8326429219772183,0.7041946808295202,0.4993128414080117
NMR/BTC,0.001189,50.07841887176807,0.0011901536340309415,0.001186523928475915,0.001189,49.5011367194543,0.001185286721292452,0.0011235289701508042,0.0011560000000000001,50.548620140974776,0.0011571361817941052,0.0015843805593115394,0.999030684780557,1.0020868281411446,1.0031328105182002,1.0582726672730192,0.9990181088345682,0.7296226864222044
NOAH/BTC,1.5e-07,57.18660202773432,1.3186184878069446e-07,1.3407999450761993e-07,1.5e-07,62.18042673667854,1.350894184811544e-07,2.43929297414808e-07,1.1e-07,22.456045184525124,3.136846945234711e-07,2.4257404218637015e-07,1.13755420075652,1.1187351293594758,1.1103756436772707,0.6149322840254041,0.3506705998745163,0.45346979012489214
NPXS/BTC,2.3e-07,39.94103998016424,2.475423560845245e-07,2.7003571214562504e-07,2.3e-07,32.9833688071746,2.733169939012829e-07,3.9039571384443633e-07,2.5e-07,35.035416750224755,3.654965748805465e-07,1.9583964385876122e-07,0.9291339213135121,0.8517391946883138,0.8415137189862106,0.5891458124246971,0.6840009378520341,1.2765546090366617
NTK/BTC,1.051e-05,39.690772644563225,1.0951871256436121e-05,1.2673824281592173e-05,1.051e-05,34.356664240127586,1.2422397245583788e-05,9.896350942040276e-06,1.143e-05,47.72019148233035,9.113622984296153e-06,3.2562883417521843e-06,0.9596533554778188,0.8292682434665775,0.846052480227707,1.0620076088200254,1.2541664297168358,3.510131413561983
NTO/BTC,1e-07,39.486401406433785,1.378248425356926e-07,1.3890045487229233e-07,1e-07,46.56689142530635,1.4060054021235616e-07,1.7406391908223214e-07,1e-07,45.781482445382224,1.901249765514855e-07,4.7431511314058675e-07,0.7255586014843654,0.7199400469346329,0.7112348206412642,0.5745015999137506,0.5259698216079473,0.21083030506422015
NULS/BTC,0.0002544,54.95592333557183,0.0002428649770476477,0.00024651303658620603,0.0002541,59.03486970012746,0.00024421912563696985,0.00030135626958737236,0.00020899999999999998,22.28374542612539,0.000316815429246853,0.0003293359615292838,1.0474956211989728,1.031994102717711,1.0404590522435904,0.8431880323841369,0.6596900930514767,0.634610320201598
NXC/BTC,3.95e-06,49.494033195609205,3.9579662670976415e-06,4.200977742217308e-06,3.95e-06,47.055152491543815,4.255628877215997e-06,7.530449462134847e-06,4.1e-06,24.70739195731629,8.642938578736036e-06,1.736443285952046e-05,0.9979872827204557,0.9402573025571804,0.9281824411775453,0.5245370837241093,0.4743756955634404,0.23611482351132926
NXS/BTC,0.00014110000000000001,43.849172047654704,0.0001426949606027133,0.00014544901227383692,0.0001426,46.79279145111829,0.00014635340072263417,0.000172717708051521,0.00014380000000000003,34.00796195832861,0.00016049828132130546,7.952405815092293e-05,0.9888225863339777,0.9700994031802085,0.9743538537259716,0.8256246658707571,0.8959597499497409,1.8082578196285264
NXT/BTC,1.187e-05,44.521812911849146,1.2103469279732155e-05,1.1856390872627913e-05,1.183e-05,45.7773549851135,1.199545129881437e-05,1.2690049237196985e-05,1.273e-05,53.53585858477972,1.3461085003677068e-05,2.136821181863518e-05,0.9807105488239549,1.001147830526025,0.9862071634744811,0.9322264854043265,0.9456889988082415,0.5957447496331063
OAX/BTC,2.461e-05,28.5610125639433,2.659057460125613e-05,2.9791276403170093e-05,2.471e-05,26.715056420201808,2.971160147378383e-05,3.9828335380149907e-05,2.657e-05,22.375675907923426,4.3498904307535636e-05,6.318601687107992e-05,0.9255159156597327,0.826080751524337,0.8316616666322406,0.6204125722089617,0.6108199832379936,0.42050442986794795
OCN/BTC,5.5e-07,38.075902093944,5.841435506691646e-07,6.673115087334245e-07,5.5e-07,32.1805750831399,6.634154768573803e-07,8.660759546589537e-07,6.1e-07,25.33797235610324,8.489923117368893e-07,4.418189287569258e-07,0.9415493834862142,0.8242027790647805,0.8290430645443593,0.635048227631006,0.7184988504219161,1.3806561020738926
ODN/BTC,6e-06,35.46884139854448,6.000221169238002e-06,6.10007714185737e-06,6e-06,29.677520249505854,6.149579325649867e-06,6.254741815636943e-06,6e-06,43.14315055934562,6.756277709651104e-06,2.0943430462848288e-05,0.9999631398190562,0.9835941186430802,0.9756764946463944,0.9592722092860677,0.8880629627508075,0.2864860181641898
OF/BTC,3e-08,44.984048669081574,3.233459134873333e-08,3.88563798203772e-08,3e-08,43.74842034995434,3.8336839842890817e-08,7.199656424272298e-08,4e-08,26.060211380047907,8.100929631411852e-08,5.66092876306351e-08,0.9277989530297625,0.7720739847274009,0.7825371137251731,0.41668655047011127,0.49377049079524826,0.7065978335744558
OK/BTC,6.51e-06,43.683998391198365,6.682501201260282e-06,7.21687240172161e-06,6.51e-06,36.51904205451469,7.177126824679072e-06,8.74390428492979e-06,6.6e-06,29.15769752023312,9.5802935350528e-06,1.8878060185539896e-05,0.9741861323978889,0.902052805928371,0.9070482045287108,0.7445186712782359,0.6889141732298316,0.3496121918848118
OLT/BTC,1.61e-06,22.469625635488033,1.879203760190813e-06,2.706109932250011e-06,1.61e-06,20.188183430888323,2.598711352975945e-06,2.720948992329704e-06,1.84e-06,33.483609912129765,2.585210322071278e-06,9.840847034744688e-07,0.856745837841726,0.594949961497446,0.619537832917184,0.5917053221278881,0.7117409304345446,1.8697577490063457
OMG/BTC,0.000609,35.714839356567005,0.0006463890876485141,0.0007016990847351736,0.000609,26.28600904299437,0.0007026685713404183,0.0008795208739899987,0.000698,25.758752442256647,0.000961842984928357,0.0012495326039957822,0.9421569943506763,0.8678933936900332,0.8666959429226568,0.6924224518256574,0.7256901707839463,0.55860887324422
OMNI/BTC,0.0011070000000000001,46.047559106716356,0.0011200750734117677,0.0011624781581655752,0.0011070000000000001,43.2575071053829,0.0011633070695018506,0.0014978042709259654,0.0010810000000000001,24.70632365662269,0.0017483817395356652,0.0031418078725498327,0.9883266097763067,0.9522759565193712,0.951597414837372,0.7390818823848299,0.6182860273335341,0.3440694160342404
OMX/BTC,1.07e-06,48.21830164709389,1.106630060877729e-06,1.1252535848707622e-06,1.07e-06,43.47034643717486,1.1513023639158009e-06,1.1142102799585876e-06,1.15e-06,51.40848648967506,9.368780776195652e-07,3.773083076587925e-07,0.9668994525156169,0.9508967706358311,0.9293822661500702,0.9603214215899796,1.2274809577377863,3.047905324788046
ONION/BTC,4.962e-05,50.006213662479865,5.021585059098085e-05,5.3603265367657646e-05,4.962e-05,42.43467191862149,5.4244295264015384e-05,7.695467650050043e-05,5.379e-05,31.67996219153556,8.982425296223194e-05,0.00021507604284363432,0.9881342129234416,0.9256898746683255,0.9147505697786611,0.6447951217061816,0.5988360406695158,0.2500975900840182
ONT/USDT,1.35,27.11733067480459,1.4993281915958858,1.8365068857573963,1.35,30.656750470328582,1.8229800248971642,2.864370790029093,1.51,23.130397654674763,2.8766859573389114,1.5628278586704545,0.9004032656539722,0.7350911725241067,0.7405456897840418,0.47130769685941687,0.5249095738614551,0.9661972632639165
OPEN/BTC,4.37e-06,31.998601464685866,4.58493556857604e-06,4.575020827684719e-06,4.37e-06,37.15141789992789,4.7180030541510715e-06,7.14349558021068e-06,4.56e-06,31.386171221055662,7.952825012553882e-06,4.9294701649862925e-06,0.9531213546272813,0.9551869083427814,0.9262393325826939,0.6117453214510308,0.5733811561051376,0.9250487065302444
OPT/BTC,1e-06,42.24931128970674,1.3006423292188678e-06,1.400742568897023e-06,1e-06,46.67690799008411,1.4544436031829071e-06,1.992270663782697e-06,1e-06,40.15280545467376,2.343163492056112e-06,3.490071980614872e-06,0.7688508804727078,0.7139070534476746,0.6875481440542611,0.5019398308567741,0.42677346390477683,0.2865270417213064
ORME/BTC,7e-05,40.56819102015788,7.496457005130604e-05,7.600336641167567e-05,7e-05,42.52356673175244,7.627249626213935e-05,8.317373987178565e-05,7e-05,44.424819810940704,8.579930149083685e-05,0.0001334159996949698,0.9337744477436705,0.9210118354605746,0.9177620168536041,0.8416117888639696,0.8158574578544304,0.5246747028845238
OST/BTC,4.65e-06,22.064773614772168,5.262612545918276e-06,6.086814745378595e-06,4.66e-06,34.360852742798926,6.072430441472944e-06,8.067099953849636e-06,5.08e-06,34.993474484910635,9.22935999280369e-06,1.811374354945119e-05,0.8835915544659614,0.7639463651379411,0.7674027796470995,0.5776549226684912,0.5504173641466985,0.2804500343140782
OTN/BTC,0.00016999999999999999,46.92309344037373,0.00017224590291053715,0.00016239300941205665,0.00016999999999999999,49.67296588495358,0.00016808509513491316,0.00018915262334472064,0.00016999999999999999,46.668349556969474,0.00019907874663275356,0.0003789161702281701,0.9869610662861242,1.046843091432842,1.0113924727445336,0.898745134981205,0.8539334453094785,0.4486480476608637
OTX/BTC,1.6e-06,5.012078967741894,1.6264760111287373e-06,1.7013068861897586e-06,1.6e-06,35.417064660790416,1.717152639117725e-06,2.188390039321497e-06,1.7e-06,38.5186682830794,2.3403104540002807e-06,5.734855518600341e-06,0.9837218557497422,0.9404534907769372,0.9317750580531279,0.7311310923787949,0.7263993531688067,0.2964329257269423
PARETO/BTC,8.6e-07,33.543655910214525,9.240454031531365e-07,1.130768236178944e-06,8.6e-07,35.14923244228211,1.1037189967291791e-06,1.6917281134793644e-06,9.000000000000001e-07,26.71884883266748,2.1965981363920046e-06,3.099772393240859e-06,0.9306901988424019,0.760544886639268,0.7791838344257649,0.5083559191028897,0.40972446670572343,0.2903438981399007
PART/BTC,0.0006256,45.43912792620948,0.0006291151729713242,0.0006491760870523924,0.0006256,45.620031064688256,0.0006472349120774847,0.0006952071269822465,0.0006031000000000001,36.23718017403736,0.0007473777672799328,0.0013117141586686176,0.9944125128079141,0.9636830630046148,0.9665733234197128,0.8998756999451416,0.8069546973479973,0.4597800488881992
PASC/BTC,4.582e-05,34.91051909417694,4.892761851924418e-05,5.6036532525305445e-05,4.582e-05,29.781355644841145,5.5571768849597995e-05,6.789937830890225e-05,5.22e-05,29.90694701589057,7.297843457482516e-05,0.00011151146085301406,0.9364853918238041,0.8176808580957114,0.8245193728493575,0.6748220844018031,0.7152797988079489,0.46811331858351385
PAT/BTC,2e-06,38.621444425767095,2.1086659554994882e-06,1.9927875147827457e-06,2e-06,47.072421139946854,2.0912643129847003e-06,2.920044212918648e-06,1.9e-06,38.83573225266997,3.171543763680176e-06,2.0057641906392048e-06,0.9484669654688155,1.003619294663255,0.956359264384689,0.6849211361772348,0.5990773394831828,0.947269877918451
PAY/BTC,8.564e-05,29.679520297867327,9.06835250267871e-05,9.559084243088922e-05,8.554e-05,37.458840755443134,9.570662780228896e-05,0.00010850990273280848,8.921e-05,37.426717431751186,0.00011031926272238272,0.0001246288086251249,0.9443832269941284,0.8959017184299476,0.8937730015596076,0.78831514770252,0.8086529749976306,0.7158056069390641
PBL/BTC,1.75e-05,74.83996455024784,1.5618669683054862e-05,1.7176652734584563e-05,1.75e-05,57.178165612864596,1.7074858655163332e-05,1.822569019877352e-05,1.652e-05,40.350855437893635,2.0058765634092675e-05,3.422892224858381e-05,1.1204539410284249,1.018824812401568,1.0248986743271287,0.9601831156538392,0.8235800896901628,0.482632782885342
PCL/BTC,3.2e-07,28.56387142214161,3.440927039164911e-07,3.659443203368857e-07,3.2e-07,31.48360735158387,3.6848417493620437e-07,4.1454730131631436e-07,3.7e-07,43.044864843533055,4.378537619781801e-07,2.613100263027129e-07,0.9299819390464663,0.8744499701632487,0.8684226400099857,0.7719263856836174,0.8450309946598985,1.4159426074657233
PING/BTC,1.4000000000000001e-05,0.19310480622707935,1.5512453312581814e-05,1.5134465881790949e-05,1.4000000000000001e-05,21.86025561075152,1.526544410613943e-05,1.7886880283130194e-05,1.6e-05,43.760510582558574,2.1700718231762305e-05,3.771182463744958e-05,0.9025007017197535,0.9250409039438993,0.9171040097267465,0.7826965786316544,0.737302785517097,0.4242701103385823
